"","MSSubClass","MSZoning","LotFrontage","LotArea","Street","Alley","LotShape","LandContour","LotConfig","LandSlope","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","MasVnrArea","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtExposure","BsmtFinType1","BsmtFinSF1","BsmtFinType2","BsmtFinSF2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","FireplaceQu","GarageType","GarageYrBlt","GarageFinish","GarageCars","GarageArea","GarageQual","GarageCond","PavedDrive","WoodDeckSF","OpenPorchSF","EnclosedPorch","X3SsnPorch","ScreenPorch","PoolArea","PoolQC","Fence","MiscFeature","MiscVal","MoSold","YrSold","SaleType","SaleCondition","SalePrice","TotalArea","IsRemodeled","IsRemodeledRecently","NewHouse","HouseAge","LastSold","TimeRemodeledSold","HouseInsideSF","FenceCondB","GarageFinishCondB","FunctionalB","BsmtFinishB1","BsmtFinishB2","ExterQualB","ExterCondlB","BsmtQualB","BsmtCondB","BsmtExposureB","HeatingQCB","KitchenQualB","FireplaceQuB","GarageQualB","GarageCondB","PoolQCBad","FenceCondG","GarageFinishCondG","FunctionalG","BsmtFinishG1","BsmtFinishG2","ExterQualG","ExterCondlG","BsmtQualG","BsmtCondG","BsmtExposureG","HeatingQCG","KitchenQualG","FireplaceQuG","GarageQualG","GarageCondG","IsPoolQCG","RegShape","LandContourLvl","LandSlopeGtl","ElectricalBreaker"
"625","60","RL",80,10400,"Pave",NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","2Story",6,5,1972,1972,"Gable","CompShg","VinylSd","VinylSd","None",288,3,3,"CBlock",3,3,0,3,247,1,0,485,732,"GasA",4,"Y","SBrkr",1012,778,0,1790,1,0,1,2,4,1,3,8,5,1,3,"Attchd",1972,2,2,484,3,3,1,148,0,0,0,147,0,NA,NA,NA,0,"11","2006","WD","Normal",12.0146094308189,16591,0,1,0,38,4,34,1790,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"626","20","RL",87,10000,"Pave",NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,6,1962,1962,"Hip","CompShg","Wd Sdng","Wd Sdng","BrkFace",261,3,3,"CBlock",3,3,0,1,0,1,0,1116,1116,"GasA",3,"Y","SBrkr",1116,0,0,1116,0,0,1,1,3,1,3,5,7,0,0,"Attchd",1962,1,2,440,3,3,1,0,0,0,0,385,0,NA,NA,NA,0,"2","2010","WD","Normal",11.982929094216,15637,0,1,0,48,0,48,1116,NA,1,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,0,1,1,1
"627","20","RL",0,12342,"Pave",NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1960,1978,"Hip","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,0,1,0,1,0,978,978,"GasA",3,"Y","SBrkr",1422,0,0,1422,0,0,1,0,3,1,3,6,6,1,3,"Attchd",1960,2,1,286,3,3,1,0,0,36,0,0,0,NA,2,"Shed",600,"8","2007","WD","Normal",11.8486831606536,17464,1,1,0,50,3,29,1422,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"628","80","RL",80,9600,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",6,6,1955,1972,"Gable","CompShg","AsbShng","AsbShng","BrkFace",164,3,3,"CBlock",3,3,3,4,674,2,132,350,1156,"GasA",5,"Y","SBrkr",1520,0,0,1520,1,0,1,0,3,1,3,7,7,2,4,"Basment",1955,2,1,364,3,3,1,0,0,189,0,0,0,NA,NA,NA,0,"3","2010","WD","Normal",11.9381932003746,15749,1,1,0,55,0,38,1520,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1
"629","60","RL",70,11606,"Pave",NA,"IR1","HLS","Inside","Sev","NAmes","Norm","Norm","1Fam","2Story",5,5,1969,1969,"Gable","CompShg","Plywood","Plywood","BrkFace",192,3,3,"PConc",4,3,3,3,650,1,0,390,1040,"GasA",3,"Y","SBrkr",1040,1040,0,2080,0,1,1,2,5,1,2,9,7,2,3,"Attchd",1969,1,2,504,3,3,1,335,0,0,0,0,0,NA,NA,NA,0,"9","2007","WD","Family",11.8130300574206,18947,0,1,0,41,3,38,2080,NA,1,0,0,1,0,0,0,0,0,0,1,0,0,0,NA,NA,0,1,1,0,1,1,1,1,1,1,0,1,1,1,NA,0,0,0,1
"630","80","RL",82,9020,"Pave",NA,"Reg","Lvl","Corner","Gtl","NAmes","Feedr","Norm","1Fam","SLvl",6,5,1964,1964,"Gable","WdShngl","Plywood","Wd Sdng","BrkFace",259,3,3,"CBlock",3,3,6,6,624,3,336,288,1248,"GasA",3,"Y","SBrkr",1350,0,0,1350,1,0,1,1,3,1,3,6,7,0,0,"Attchd",1964,2,2,520,3,3,1,176,0,0,0,0,0,NA,6,NA,0,"6","2008","WD","Normal",12.0346910287746,15253,0,1,0,46,2,44,1350,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,NA,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,NA,1,1,1,1
"631","70","RM",50,9000,"Pave","Grvl","Reg","Lvl","Corner","Gtl","OldTown","Artery","Norm","1Fam","2Story",5,6,1880,1991,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"BrkTil",2,2,0,1,0,1,0,636,636,"GasA",3,"Y","FuseA",1089,661,0,1750,0,0,1,0,3,1,6,8,7,0,0,"Detchd",1937,1,1,240,2,1,0,0,0,293,0,0,0,NA,3,NA,0,"6","2006","WD","Abnorml",11.7280368445872,14355,1,1,0,130,4,15,1750,0,1,0,1,1,0,0,1,1,1,0,0,1,1,1,NA,1,0,1,0,0,1,1,0,0,0,1,1,0,0,0,NA,1,1,1,0
"632","120","RL",34,4590,"Pave",NA,"Reg","Lvl","Inside","Gtl","NridgHt","Norm","Norm","Twnhs","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",108,4,3,"PConc",4,4,2,6,24,1,0,1530,1554,"GasA",5,"Y","SBrkr",1554,0,0,1554,0,0,2,0,2,1,4,6,7,1,4,"Attchd",2006,2,2,627,3,3,1,156,73,0,0,0,0,NA,NA,NA,0,"8","2007","WD","Normal",12.2524790183443,11804,0,1,0,4,3,1,1554,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"633","20","RL",85,11900,"Pave",NA,"Reg","Lvl","Inside","Gtl","NWAmes","Norm","Norm","1Fam","1Story",7,5,1977,1977,"Hip","CompShg","Plywood","Plywood","BrkFace",209,3,4,"CBlock",3,3,0,5,822,1,0,564,1386,"GasA",3,"Y","SBrkr",1411,0,0,1411,0,0,2,0,3,1,3,6,7,1,3,"Attchd",1977,3,2,544,3,3,1,192,0,0,0,0,0,NA,NA,NA,0,"4","2009","WD","Family",11.3205535723228,18524,0,1,0,33,1,32,1411,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"634","20","RL",80,9250,"Pave",NA,"Reg","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1954,2005,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,0,4,480,2,468,108,1056,"GasA",3,"Y","SBrkr",1056,0,0,1056,0,1,1,0,3,1,3,6,7,0,0,"Attchd",1954,1,1,260,3,3,1,390,0,0,0,0,0,NA,NA,NA,0,"7","2007","WD","Normal",11.8451027773086,14204,1,1,0,56,3,2,1056,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"635","90","RL",64,6979,"Pave",NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","Duplex","SFoyer",6,5,1980,1980,"Gable","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,0,6,1056,1,0,0,1056,"GasA",4,"Y","SBrkr",1056,0,0,1056,2,0,0,0,0,2,3,4,7,0,0,"Detchd",1980,1,2,576,3,3,1,264,56,0,0,0,0,NA,6,"Shed",600,"6","2010","WD","Normal",11.8775685785581,12163,0,1,0,30,0,30,1056,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,1,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"636","190","RH",60,10896,"Pave","Pave","Reg","Bnk","Inside","Gtl","SWISU","Feedr","Norm","2fmCon","2.5Fin",6,7,1914,1995,"Hip","CompShg","VinylSd","VinylSd","None",0,2,3,"CBlock",3,2,0,2,256,1,0,1184,1440,"GasA",5,"Y","FuseA",1440,1440,515,3395,0,0,2,0,8,2,2,14,7,0,0,"No",1914,0,0,0,0,0,0,0,110,0,0,0,0,NA,NA,NA,0,"3","2007","WD","Abnorml",12.2060726455302,20736,1,1,0,96,3,12,2880,NA,1,0,1,1,1,0,0,1,1,0,1,1,1,1,NA,NA,0,1,0,0,0,1,1,0,0,1,0,0,0,0,NA,1,0,1,0
"637","30","RM",51,6120,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrkSide","Norm","Norm","1Fam","1Story",2,3,1936,1950,"Gable","CompShg","AsbShng","AsbShng","None",0,2,2,"BrkTil",3,2,0,1,0,1,0,264,264,"Grav",2,"N","FuseA",800,0,0,800,0,0,1,0,1,1,2,4,3,1,1,"No",1936,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,0,"1","2009","ConLw","Normal",11.0020998412042,8299,1,1,0,74,1,59,800,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,NA,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,NA,1,1,1,0
"638","190","RM",50,6000,"Pave",NA,"Reg","Lvl","Inside","Gtl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,1954,1954,"Gable","CompShg","Wd Sdng","Wd Sdng","None",0,3,3,"CBlock",3,3,0,1,0,1,0,811,811,"GasA",3,"Y","FuseA",811,576,0,1387,0,0,2,0,3,2,4,7,7,0,0,"BuiltIn",1954,1,1,256,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"11","2009","WD","Normal",11.4403547721354,10702,0,1,0,56,1,55,1387,NA,1,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,0
"639","30","RL",67,8777,"Pave",NA,"Reg","Lvl","Inside","Gtl","Edwards","Feedr","Norm","1Fam","1Story",5,7,1910,1950,"Gable","CompShg","MetalSd","Wd Sdng","None",0,3,3,"CBlock",2,3,0,1,0,1,0,796,796,"GasA",4,"Y","FuseA",796,0,0,796,0,0,1,0,2,1,3,4,7,0,0,"No",1910,0,0,0,0,0,0,328,0,164,0,0,0,NA,3,NA,0,"5","2008","WD","Normal",11.3504065354725,12520,1,1,0,100,2,58,796,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,NA,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,NA,1,1,1,0
"640","120","RL",53,3982,"Pave",NA,"Reg","Lvl","Inside","Gtl","Blmngtn","Norm","Norm","TwnhsE","1Story",8,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,4,3,6,1154,1,0,366,1520,"GasA",5,"Y","SBrkr",1567,0,0,1567,1,0,2,0,1,1,6,7,7,1,4,"Attchd",2006,3,3,648,3,3,1,312,0,0,0,0,0,NA,NA,NA,0,"10","2006","New","Partial",12.4858271275094,11169,0,0,1,4,4,0,1567,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1
"641","120","RL",62,12677,"Pave",NA,"IR1","Lvl","Inside","Gtl","NridgHt","Norm","Norm","TwnhsE","1Story",8,5,2003,2004,"Hip","CompShg","MetalSd","MetalSd","BrkFace",472,6,3,"PConc",6,3,6,6,1218,1,0,300,1518,"GasA",5,"Y","SBrkr",1518,0,0,1518,0,0,1,1,1,1,6,6,7,1,4,"Attchd",2003,2,2,588,3,3,1,185,140,0,0,0,0,NA,NA,NA,0,"4","2008","WD","Normal",12.5208833853702,20196,1,1,0,7,2,4,1518,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1
"642","60","FV",0,7050,"Pave",NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,5,2001,2001,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,0,6,738,1,0,319,1057,"GasA",5,"Y","SBrkr",1057,872,0,1929,1,0,2,1,3,1,4,7,7,1,3,"Attchd",2001,3,2,650,3,3,1,0,235,0,0,0,0,NA,NA,NA,0,"5","2007","WD","Normal",12.3282902782544,13907,0,1,0,9,3,6,1929,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"643","80","RL",75,13860,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","SLvl",8,7,1972,1995,"Gable","CompShg","Plywood","Wd Sdng","None",0,4,3,"CBlock",4,3,6,6,1410,1,0,542,1952,"GasA",4,"Y","SBrkr",2000,704,0,2704,1,0,2,1,4,1,6,9,7,3,3,"Attchd",1972,3,2,538,3,3,1,269,111,0,0,0,0,NA,3,NA,0,"7","2009","WD","Normal",12.7512996960135,24165,1,1,0,38,1,14,2704,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,1,1,1,1
"644","60","RL",80,10793,"Pave",NA,"Reg","Lvl","Inside","Gtl","NWAmes","RRAn","Norm","1Fam","2Story",5,5,1969,1969,"Mansard","CompShg","WdShing","HdBoard","BrkFace",263,3,3,"CBlock",3,3,0,3,493,4,287,0,780,"GasA",5,"Y","SBrkr",780,840,0,1620,0,0,2,1,4,1,3,7,6,0,0,"Attchd",1969,3,2,462,3,3,1,208,0,0,0,0,0,NA,2,NA,0,"4","2007","WD","Normal",11.9316357998284,16606,0,1,0,41,3,38,1620,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,NA,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"645","20","FV",85,9187,"Pave",NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","1Story",9,5,2009,2009,"Gable","CompShg","CemntBd","CmentBd","Stone",162,6,3,"PConc",6,3,2,6,1121,1,0,645,1766,"GasA",5,"Y","SBrkr",1766,0,0,1766,1,0,2,1,2,1,6,7,7,1,4,"Attchd",2009,3,3,478,3,3,1,195,130,0,0,0,0,NA,NA,NA,0,"10","2009","New","Partial",12.8236284465392,17301,0,0,1,1,1,0,1766,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"646","20","RL",0,10530,"Pave",NA,"IR1","Lvl","Corner","Gtl","NAmes","Norm","Norm","1Fam","1Story",6,5,1971,1971,"Hip","CompShg","Plywood","Plywood","None",0,3,3,"CBlock",3,3,0,5,282,2,35,664,981,"GasA",3,"Y","SBrkr",981,0,0,981,1,0,1,1,3,1,3,5,7,0,0,"Detchd",1979,1,2,576,3,3,1,0,312,40,0,0,0,NA,NA,NA,0,"3","2007","WD","Normal",11.872346634577,15382,0,1,0,39,3,36,981,NA,1,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,0,1,1,1
"647","20","RL",60,7200,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,5,1950,1950,"Hip","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",0,0,0,0,0,0,0,0,0,"GasA",4,"Y","SBrkr",1048,0,0,1048,0,0,1,0,3,1,3,7,6,0,0,"Detchd",1950,1,2,420,3,3,1,0,27,0,0,0,0,NA,NA,NA,0,"7","2008","WD","Normal",11.4957793061353,9803,0,1,0,60,2,58,1048,NA,1,0,1,1,0,0,1,1,1,0,0,1,0,0,NA,NA,0,1,0,0,1,1,0,0,0,1,1,0,1,1,NA,1,1,1,1
"648","20","RL",85,10452,"Pave",NA,"IR1","Lvl","Inside","Gtl","Edwards","Norm","Norm","1Fam","1Story",6,5,1953,1953,"Hip","CompShg","Wd Sdng","Wd Sdng","Stone",216,3,3,"CBlock",3,3,2,3,500,1,0,594,1094,"GasA",5,"Y","SBrkr",1094,0,0,1094,0,0,1,0,3,1,3,5,7,2,4,"Attchd",1953,2,2,495,3,3,1,0,0,0,0,287,0,NA,NA,NA,0,"6","2008","WD","Normal",11.9511803959014,15911,0,1,0,57,2,55,1094,NA,0,0,0,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
"649","60","RL",70,7700,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","PosN","Norm","1Fam","2Story",6,5,1966,1966,"Gable","CompShg","MetalSd","MetalSd","BrkFace",351,3,3,"CBlock",3,3,0,1,0,1,0,756,756,"GasA",3,"Y","SBrkr",1051,788,0,1839,0,0,1,1,4,1,3,7,7,1,3,"Attchd",1966,1,2,442,3,3,1,0,124,216,0,0,0,NA,NA,NA,0,"6","2010","WD","Normal",11.9511803959014,14093,0,1,0,44,0,44,1839,NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"650","180","RM",21,1936,"Pave",NA,"Reg","Lvl","Inside","Gtl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,6,1970,1970,"Gable","CompShg","CemntBd","CmentBd","None",0,3,3,"CBlock",4,3,3,4,131,6,499,0,630,"GasA",4,"Y","SBrkr",630,0,0,630,1,0,1,0,1,1,3,3,7,0,0,"No",1970,0,0,0,0,0,1,0,0,0,0,0,0,NA,3,NA,0,"12","2007","WD","Normal",11.3445068133453,4477,0,1,0,40,3,37,630,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,NA,1,0,1,1,1,1,1,1,1,1,1,1,0,0,0,NA,1,1,1,1
"651","60","FV",65,8125,"Pave",NA,"Reg","Lvl","Inside","Gtl","Somerst","Norm","Norm","1Fam","2Story",7,6,2007,2007,"Gable","CompShg","CemntBd","CmentBd","No",0,4,3,"PConc",4,3,0,1,0,1,0,813,813,"GasA",5,"Y","SBrkr",822,843,0,1665,0,0,2,1,3,1,4,7,7,0,0,"Attchd",2007,2,2,562,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"5","2008","WD","Normal",12.2353886998642,13708,0,1,0,3,2,1,1665,NA,0,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"652","70","RL",60,9084,"Pave",NA,"Reg","Lvl","Inside","Gtl","Edwards","Artery","Norm","1Fam","2Story",4,5,1940,1950,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,2,1,0,1,0,755,755,"GasA",3,"Y","SBrkr",755,755,0,1510,1,0,1,0,4,1,3,7,7,1,4,"Detchd",1940,1,1,296,2,1,0,120,0,0,0,0,0,NA,3,NA,0,"10","2009","WD","Normal",11.5898865061064,14090,1,1,0,70,1,59,1510,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,NA,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,NA,1,1,1,1
"653","60","RL",70,8750,"Pave",NA,"Reg","Lvl","Inside","Gtl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",0,4,3,"PConc",4,3,0,1,0,1,0,880,880,"GasA",5,"Y","SBrkr",909,807,0,1716,0,0,2,1,2,1,4,7,7,1,3,"Attchd",1996,2,2,512,3,3,1,0,120,0,0,0,0,NA,NA,NA,0,"7","2009","WD","Normal",12.1600287070288,14644,0,1,0,14,1,13,1716,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"654","50","RM",60,10320,"Pave","Grvl","Reg","Lvl","Inside","Gtl","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,7,1906,1995,"Gable","CompShg","MetalSd","MetalSd","None",0,3,3,"CBlock",3,3,0,1,0,1,0,756,756,"GasA",5,"Y","SBrkr",756,713,0,1469,0,0,1,0,3,1,3,7,7,0,0,"Detchd",1906,1,1,216,3,3,1,57,0,239,0,0,0,NA,3,NA,0,"6","2008","WD","Normal",11.8130300574206,15342,1,1,0,104,2,13,1469,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,1,0,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"655","20","RL",91,10437,"Pave",NA,"IR1","Lvl","Inside","Gtl","NoRidge","Norm","Norm","1Fam","1Story",8,6,1995,1995,"Hip","CompShg","MetalSd","MetalSd","BrkFace",660,4,4,"PConc",4,3,6,6,1696,1,0,413,2109,"GasA",5,"Y","SBrkr",2113,0,0,2113,1,0,2,1,2,1,4,7,7,1,3,"Attchd",1995,3,3,839,3,3,1,236,46,0,0,0,0,NA,NA,NA,0,"8","2008","WD","Normal",12.7656884334656,20753,0,1,0,15,2,13,2113,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,1,1,1,0,1,1,1,1,1,1,1,1,1,1,NA,0,1,1,1
"656","160","RM",21,1680,"Pave",NA,"Reg","Lvl","Inside","Gtl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","ImStucc","BrkFace",381,3,3,"CBlock",3,3,0,1,0,1,0,525,525,"GasA",3,"Y","SBrkr",525,567,0,1092,0,0,1,1,3,1,3,6,7,0,0,"Detchd",1971,1,1,264,3,3,1,0,0,0,0,0,0,NA,NA,NA,0,"3","2010","WD","Family",11.3850920934603,5580,0,1,0,39,0,39,1092,NA,1,0,1,1,0,0,0,0,1,0,0,1,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"657","20","RL",72,10007,"Pave",NA,"IR1","Lvl","Inside","Gtl","NAmes","Norm","Norm","1Fam","1Story",5,7,1959,2006,"Gable","CompShg","HdBoard","HdBoard","BrkFace",54,4,3,"CBlock",3,3,0,5,806,1,0,247,1053,"GasA",5,"Y","SBrkr",1053,0,0,1053,1,0,1,1,3,1,4,5,7,0,0,"Attchd",1959,2,1,312,3,3,1,0,0,0,0,0,0,NA,3,NA,0,"8","2008","WD","Normal",11.8879313655937,14657,1,1,0,51,2,2,1053,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,0,1,1,1
"658","70","RL",60,7200,"Pave",NA,"Reg","HLS","Inside","Mod","Crawfor","Norm","Norm","1Fam","2Story",7,6,1931,2000,"Gable","CompShg","Stucco","Wd Shng","None",0,3,2,"BrkTil",4,3,0,1,0,1,0,776,776,"GasA",3,"Y","SBrkr",851,651,0,1502,0,0,1,1,3,1,3,6,7,1,4,"Attchd",1931,2,1,270,3,3,0,0,0,112,0,0,0,NA,3,NA,0,"2","2008","WD","Normal",11.9117015849276,12198,1,1,0,79,2,8,1502,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,NA,1,1,1,0,0,1,0,1,1,0,1,1,1,1,1,NA,1,0,0,1
"659","50","RL",78,17503,"Pave",NA,"Reg","Lvl","Inside","Gtl","NAmes","Artery","Norm","1Fam","1.5Fin",6,5,1948,1950,"Gable","CompShg","VinylSd","VinylSd","None",0,3,3,"CBlock",3,3,0,1,0,1,0,912,912,"GasA",3,"Y","SBrkr",912,546,0,1458,0,1,1,0,3,1,3,6,7,1,4,"Attchd",1948,1,1,330,3,3,1,192,0,0,0,0,0,NA,NA,NA,0,"1","2010","WD","Abnorml",11.4876076569859,22843,1,1,0,62,0,60,1458,NA,1,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,0,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"660","20","RL",75,9937,"Pave",NA,"Reg","Lvl","Corner","Gtl","Edwards","Norm","Norm","1Fam","1Story",5,7,1964,1999,"Hip","CompShg","MetalSd","MetalSd","None",0,3,4,"PConc",3,3,0,4,637,1,0,849,1486,"GasA",5,"Y","SBrkr",1486,0,0,1486,1,0,1,0,3,1,3,7,7,0,0,"Detchd",1968,3,2,480,3,3,1,0,0,0,0,0,0,NA,3,NA,0,"3","2009","WD","Normal",12.0257490913989,16436,1,1,0,46,1,10,1486,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,NA,1,1,1,1,0,1,1,1,1,0,1,1,0,1,1,NA,1,1,1,1
"661","60","RL",0,12384,"Pave",NA,"Reg","Lvl","CulDSac","Gtl","NWAmes","Norm","Norm","1Fam","2Story",7,7,1976,1976,"Gable","CompShg","Plywood","Plywood","BrkFace",233,3,3,"CBlock",4,3,0,1,0,1,0,793,793,"GasA",3,"Y","SBrkr",1142,793,0,1935,0,0,2,1,3,1,3,7,7,1,3,"Attchd",1976,2,2,550,3,3,1,0,113,252,0,0,0,NA,NA,NA,0,"11","2007","WD","Normal",12.1955171315907,18988,0,1,0,34,3,31,1935,NA,0,0,1,1,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,0,0,1,1,1,1,0,1,1,1,1,1,NA,1,1,1,1
"662","60","RL",52,10516.8280821918,"Pave",NA,"IR2","Lvl","CulDSac","Gtl","NoRidge","Norm","Norm","1Fam","2Story",8,7,1994,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",528,4,3,"PConc",4,4,0,6,1361,3,180,88,1629,"GasA",5,"Y","SBrkr",1686,762,0,2448,1,0,2,1,4,1,4,8,7,1,3,"Attchd",1994,2,3,711,3,3,1,517,76,0,0,0,0,NA,NA,NA,0,"7","2009","WD","Normal",12.9042073676012,20554.8280821918,1,1,0,16,1,4,2448,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,1,1,1,1,1,1,1,1,0,1,1,1,1,1,NA,0,1,1,1
